Experiment_Code:		127
HEADER_INFORMATION
Dual_Wavelength_Imaging_With_Two_Object_Classes
Object_by_Object_Ratioing
Threshold=0
Red_Objects=	5	Green_Objects=	0
Reserved
Ion:				Ca++
Wavelength_A:			340
Wavelength_B:			380
A_Exposure_Time:		120
B_Exposure_Time:		30
Minimum_Ion_[nMol]:		0.000000
Maximum_Ion_[nMol]:		602.000000
Calibration_Filename:		dw120404#1.CAL
Calibration_A_Exposure_Time:	120.000000
Calibration_B_Exposure_Time:	30.000000
No._of_Calib._Table_Entries:	5
Ca++	Ratio
  0.00	0.572811
 38.00	0.789131
100.00	1.005634
225.00	1.552722
602.00	2.884055
Image_Width:			696
Image_Height:			512
Number_of_Time_Points:		484
Number_of_Objects:		5
Event_Times			0
Horizontal_Binning=2
Vertical_Binning=2
Reserved
DATA_AFTER_THIS_LINE
Time[seconds]	  340[01]	  380[01]	 Ca++[01]	  340[02]	  380[02]	 Ca++[02]	  340[03]	  380[03]	 Ca++[03]	  340[04]	  380[04]	 Ca++[04]	  340[05]	  380[05]	 Ca++[05]	
    0.23	      110	      110	       97	       94	       85	      121	      252	      293	       58	      197	      227	       60	      206	      227	       71	
    2.23	      110	      110	       97	       94	       86	      119	      251	      293	       57	      197	      227	       60	      206	      228	       70	
    4.23	      110	      110	       98	       94	       86	      118	      252	      293	       57	      197	      227	       60	      206	      228	       71	
    6.23	      112	      110	      101	       96	       86	      126	      254	      294	       59	      199	      227	       63	      207	      228	       72	
    8.23	      110	      110	       98	       93	       86	      118	      252	      293	       58	      197	      227	       60	      206	      228	       70	
   10.23	      109	      110	       96	       93	       86	      119	      251	      293	       57	      197	      227	       60	      205	      228	       70	
   12.23	      110	      110	       97	       94	       86	      119	      252	      293	       57	      197	      227	       60	      205	      228	       69	
   14.23	      110	      108	      101	       93	       83	      125	      252	      291	       59	      197	      225	       63	      205	      227	       71	
   16.23	      110	      110	       96	       93	       86	      118	      252	      293	       58	      197	      227	       60	      205	      228	       69	
   18.23	      110	      108	      101	       93	       83	      125	      252	      291	       59	      197	      225	       63	      206	      226	       72	
   20.23	      110	      106	      106	       94	       81	      133	      252	      289	       61	      197	      223	       65	      206	      224	       76	
   22.23	      110	      110	       96	       93	       86	      117	      252	      293	       58	      197	      227	       60	      206	      228	       70	
   24.23	      110	      108	      101	       93	       83	      126	      252	      290	       60	      197	      225	       62	      205	      226	       72	
   26.23	      110	      108	      101	       94	       84	      126	      252	      291	       59	      197	      225	       62	      206	      226	       72	
   28.23	      109	      112	       91	       93	       89	      110	      252	      295	       56	      197	      229	       58	      205	      228	       70	
   30.23	      109	      108	      100	       93	       83	      125	      251	      291	       59	      197	      225	       63	      206	      226	       72	
   32.23	      110	      110	       97	       93	       86	      118	      252	      292	       58	      197	      227	       60	      206	      228	       71	
   34.23	      110	      108	      102	       94	       84	      125	      251	      291	       59	      197	      225	       62	      205	      226	       72	
   36.23	      109	      108	      101	       93	       84	      124	      252	      291	       60	      197	      225	       62	      206	      226	       72	
   38.23	      110	      110	       97	       93	       86	      119	      252	      293	       58	      197	      227	       60	      206	      227	       71	
   40.23	      110	      110	       97	       93	       86	      118	      252	      293	       58	      197	      226	       61	      206	      228	       70	
   42.23	      110	      108	      101	       94	       83	      126	      252	      291	       60	      197	      225	       63	      206	      226	       72	
   44.23	      110	      110	       96	       93	       86	      117	      251	      292	       58	      197	      226	       61	      206	      228	       71	
   46.23	      108	      108	       97	       92	       84	      120	      250	      290	       58	      195	      225	       60	      204	      226	       70	
   48.23	      110	      108	      101	       94	       83	      128	      252	      291	       59	      197	      225	       62	      206	      226	       73	
   50.23	      110	      108	      101	       93	       84	      125	      252	      291	       59	      197	      225	       63	      206	      226	       72	
   52.23	      110	      108	      101	       94	       83	      126	      252	      290	       60	      197	      225	       62	      206	      226	       72	
   54.23	      109	      110	       97	       93	       86	      117	      251	      292	       58	      197	      226	       61	      206	      228	       70	
   56.23	      110	      108	      101	       93	       83	      125	      251	      291	       59	      197	      225	       62	      206	      226	       72	
   58.23	      110	      106	      106	       94	       81	      135	      252	      288	       62	      197	      223	       64	      206	      224	       75	
   60.23	      109	      108	      101	       93	       84	      124	      251	      291	       59	      197	      225	       62	      206	      226	       72	
   62.23	      110	      108	      101	       94	       84	      127	      251	      290	       59	      197	      225	       62	      205	      226	       72	
   64.23	      110	      108	      102	       93	       84	      125	      251	      290	       59	      197	      225	       63	      205	      226	       72	
   66.23	      110	      108	      101	       94	       84	      126	      251	      289	       60	      197	      225	       63	      206	      227	       71	
   68.23	      112	      108	      105	       96	       84	      132	      252	      290	       61	      199	      225	       65	      207	      226	       74	
   70.23	      110	      108	      102	       94	       84	      125	      250	      289	       59	      197	      225	       62	      205	      226	       71	
   72.23	      110	      108	      102	       93	       83	      125	      250	      290	       59	      196	      224	       62	      205	      226	       72	
   74.23	      110	      108	      102	       94	       83	      127	      250	      289	       59	      196	      224	       62	      205	      226	       72	
   76.23	      110	      108	      102	       93	       83	      126	      250	      289	       60	      196	      224	       62	      205	      226	       72	
   78.23	      110	      110	       97	       93	       86	      119	      250	      291	       57	      197	      226	       61	      205	      228	       69	
   80.23	      108	      110	       92	       91	       86	      113	      247	      291	       55	      195	      226	       58	      203	      228	       67	
   82.23	      110	      110	       97	       94	       86	      119	      249	      290	       57	      197	      226	       61	      205	      228	       70	
   84.23	      109	      110	       97	       93	       86	      118	      249	      291	       57	      196	      226	       61	      205	      228	       69	
   86.23	      110	      110	       97	       93	       86	      118	      249	      290	       58	      196	      226	       60	      205	      228	       70	
   88.23	      110	      110	       97	       94	       86	      118	      250	      290	       58	      196	      226	       61	      205	      228	       69	
   90.23	      109	      110	       97	       94	       86	      119	      249	      290	       58	      197	      225	       61	      205	      228	       69	
   92.23	      110	      108	      102	       93	       84	      124	      249	      289	       59	      197	      224	       63	      205	      226	       71	
   94.23	      110	      108	      102	       94	       84	      124	      250	      288	       60	      197	      224	       63	      205	      226	       71	
   96.23	      109	      108	      101	       94	       84	      125	      249	      288	       59	      197	      224	       64	      205	      226	       72	
   98.23	      110	      110	       97	       94	       85	      120	      249	      290	       58	      197	      225	       62	      205	      228	       70	
  100.23	      111	      108	      106	       96	       83	      132	      252	      288	       62	      198	      224	       66	      206	      225	       74	
  102.23	      109	      110	       96	       94	       86	      117	      249	      290	       58	      196	      225	       61	      205	      227	       70	
  104.23	      109	      108	      102	       93	       83	      126	      249	      288	       60	      196	      224	       62	      205	      225	       72	
  106.23	      110	      108	      101	       93	       83	      126	      249	      288	       59	      196	      224	       63	      205	      225	       73	
  108.23	      109	      110	       97	       93	       87	      116	      250	      290	       58	      196	      225	       61	      205	      227	       69	
  110.23	      109	      110	       96	       94	       86	      120	      249	      290	       58	      196	      225	       61	      205	      227	       70	
  112.23	      109	      108	      101	       93	       83	      125	      250	      288	       60	      196	      223	       63	      205	      225	       72	
  114.23	      110	      108	      101	       93	       83	      126	      249	      287	       60	      196	      223	       63	      204	      226	       71	
  116.23	      109	      108	      101	       94	       84	      125	      250	      288	       60	      196	      224	       63	      205	      225	       72	
  118.23	      109	      110	       97	       93	       86	      117	      249	      290	       58	      196	      225	       61	      204	      227	       70	
  120.23	      110	      108	      102	       93	       83	      126	      250	      287	       60	      196	      223	       63	      204	      225	       72	
  122.23	      108	      108	       97	       91	       83	      120	      247	      287	       58	      194	      223	       61	      203	      225	       69	
  124.23	      109	      108	      101	       93	       84	      124	      249	      287	       60	      196	      223	       63	      204	      225	       72	
  126.23	      109	      108	      100	       93	       84	      124	      250	      287	       60	      196	      223	       63	      205	      225	       72	
  128.23	      109	      110	       96	       94	       86	      119	      249	      289	       58	      196	      225	       62	      204	      227	       70	
  130.23	      110	      108	      101	       93	       84	      125	      249	      288	       60	      196	      223	       63	      205	      225	       71	
  132.23	      109	      110	       96	       94	       86	      120	      249	      289	       59	      196	      224	       62	      205	      227	       70	
  134.23	      109	      110	       96	       93	       86	      117	      249	      289	       59	      196	      225	       62	      204	      227	       69	
  136.23	      109	      108	      101	       93	       84	      124	      249	      287	       60	      196	      223	       64	      204	      225	       71	
  138.23	      109	      110	       97	       93	       86	      118	      249	      289	       59	      196	      225	       62	      205	      227	       71	
  140.23	      109	      108	      101	       93	       83	      126	      249	      288	       60	      196	      223	       64	      204	      225	       72	
  142.23	      109	      110	       96	       93	       86	      118	      248	      290	       57	      196	      224	       62	      205	      227	       70	
